"","state_name","county_fips","county_name","votes_gop","votes_dem","total_votes","diff","per_gop","per_dem","per_point_diff","area","pop"
"176","California",6037,"Los Angeles County",1145530,3028885,4263443,-1883355,0.268686599070282,0.710431686315497,-0.441745087245215,"Los Angeles County, California",10014042
"177","California",6039,"Madera County",29378,23168,53722,6210,0.546852313763449,0.431257213059827,0.115595100703622,"Madera County, California",156259
"178","California",6041,"Marin County",24612,128288,155801,-103676,0.157970744732062,0.82340934910559,-0.665438604373528,"Marin County, California",262318
"179","California",6043,"Mariposa County",5950,4088,10280,1862,0.578793774319066,0.397665369649805,0.181128404669261,"Mariposa County, California",17128
"180","California",6045,"Mendocino County",13267,28782,43336,-15515,0.306142698910836,0.664159128669005,-0.358016429758169,"Mendocino County, California",91595
"181","California",6047,"Merced County",39397,48991,90541,-9594,0.435128836659635,0.541091881026275,-0.105963044366641,"Merced County, California",281202
"182","California",6049,"Modoc County",3109,1150,4338,1959,0.716689718764408,0.265099124020286,0.451590594744122,"Modoc County, California",8700
"183","California",6051,"Mono County",2513,4013,6737,-1500,0.373014694968087,0.595665726584533,-0.222651031616447,"Mono County, California",13198
"184","California",6053,"Monterey County",46299,113953,163883,-67654,0.282512524178835,0.695331425468169,-0.412818901289335,"Monterey County, California",439036
"185","California",6055,"Napa County",20676,49817,72122,-29141,0.286680901805274,0.690732370150578,-0.404051468345304,"Napa County, California",138024
"186","California",6057,"Nevada County",26779,36359,64738,-9580,0.413651950940715,0.561633043961815,-0.1479810930211,"Nevada County, California",102235
"187","California",6059,"Orange County",676498,814009,1521725,-137511,0.444559956628169,0.534925167162266,-0.0903652105340977,"Orange County, California",3186979
"188","California",6061,"Placer County",122488,106869,235017,15619,0.521187828965564,0.45472880685227,0.0664590221132939,"Placer County, California",404740
"189","California",6063,"Plumas County",6445,4561,11256,1884,0.572583511016347,0.405206112295665,0.167377398720682,"Plumas County, California",19796
"190","California",6065,"Riverside County",448702,527945,996156,-79243,0.450433466244243,0.529982251775826,-0.0795487855315834,"Riverside County, California",2418177
"191","California",6067,"Sacramento County",259405,440808,718290,-181403,0.36114243550655,0.613690849099946,-0.252548413593395,"Sacramento County, California",1585046
"192","California",6069,"San Benito County",10590,17628,28821,-7038,0.367440408035807,0.611637347767253,-0.244196939731446,"San Benito County, California",64207
"193","California",6071,"San Bernardino County",366257,455859,840931,-89602,0.435537517346845,0.542088470992269,-0.106550953645424,"San Bernardino County, California",2181662
"194","California",6073,"San Diego County",600094,964650,1601722,-364556,0.374655526989078,0.602258069752429,-0.227602542763351,"San Diego County, California",3298635
"195","California",6075,"San Francisco County",56417,378156,443458,-321739,0.127220616157562,0.852743664563499,-0.725523048405937,"San Francisco County, California",873959
"196","California",6077,"San Joaquin County",121098,161137,288443,-40039,0.419833381291971,0.558644168865252,-0.138810787573281,"San Joaquin County, California",779227
"197","California",6079,"San Luis Obispo County",67436,88310,159681,-20874,0.4223169945078,0.55304012374672,-0.13072312923892,"San Luis Obispo County, California",282443
"198","California",6081,"San Mateo County",75563,291410,374138,-215847,0.201965584891136,0.778883727394705,-0.576918142503568,"San Mateo County, California",764432
"199","California",6083,"Santa Barbara County",65736,129963,200288,-64227,0.328207381370826,0.648880611918837,-0.320673230548011,"Santa Barbara County, California",448217
"200","California",6085,"Santa Clara County",214612,617967,850522,-403355,0.252329745732621,0.72657379820863,-0.474244052476009,"Santa Clara County, California",1936274
"201","California",6087,"Santa Cruz County",26937,114246,144796,-87309,0.18603414458963,0.78901350866046,-0.602979364070831,"Santa Cruz County, California",270869
"202","California",6089,"Shasta County",60789,30000,92900,30789,0.654348762109796,0.322927879440258,0.331420882669537,"Shasta County, California",182152
"203","California",6091,"Sierra County",1142,730,1930,412,0.591709844559586,0.378238341968912,0.213471502590674,"Sierra County, California",3234
"204","California",6093,"Siskiyou County",13290,9593,23450,3697,0.566737739872068,0.40908315565032,0.157654584221748,"Siskiyou County, California",44075
"205","California",6095,"Solano County",69306,131639,205831,-62333,0.336713128731824,0.639548950352474,-0.30283582162065,"Solano County, California",453490
"206","California",6097,"Sonoma County",61825,199938,268252,-138113,0.23047358453991,0.745336474658157,-0.514862890118247,"Sonoma County, California",488875
"207","California",6099,"Stanislaus County",104145,105841,214876,-1696,0.484674882257674,0.492567806548893,-0.00789292429121913,"Stanislaus County, California",552880
"208","California",6101,"Sutter County",24375,17367,42640,7008,0.571646341463415,0.407293621013133,0.164352720450281,"Sutter County, California",99631
"209","California",6103,"Tehama County",19141,8911,28721,10230,0.666446154381811,0.310260784791616,0.356185369590195,"Tehama County, California",65831
"210","California",6105,"Trinity County",3188,2851,6258,337,0.509427932246724,0.45557686161713,0.0538510706295942,"Trinity County, California",16112
"211","California",6107,"Tulare County",77579,66105,146832,11474,0.528352130325815,0.450208401438379,0.078143728887436,"Tulare County, California",473117
"212","California",6109,"Tuolumne County",17689,11978,30401,5711,0.581855860004605,0.394000197361929,0.187855662642676,"Tuolumne County, California",55623
"213","California",6111,"Ventura County",162207,251388,422698,-89181,0.383742056976849,0.594722473255137,-0.210980416278289,"Ventura County, California",843843
"214","California",6113,"Yolo County",27292,67598,97264,-40306,0.28059713768712,0.694995064977792,-0.414397927290673,"Yolo County, California",216405
"215","California",6115,"Yuba County",17676,11230,29787,6446,0.593413233961124,0.377010105079397,0.216403128881727,"Yuba County, California",81578
"216","Colorado",8001,"Adams County",95657,134202,236735,-38545,0.404067839567449,0.566887025577122,-0.162819186009673,"Adams County, Colorado",519582
"217","Colorado",8003,"Alamosa County",3813,3759,7808,54,0.488345286885246,0.481429303278689,0.00691598360655737,"Alamosa County, Colorado",16381
"218","Colorado",8005,"Arapahoe County",127323,213607,350183,-86284,0.363589894426628,0.60998677834161,-0.246396883914982,"Arapahoe County, Colorado",655058
"219","Colorado",8007,"Archuleta County",5189,3738,9144,1451,0.567475940507437,0.408792650918635,0.158683289588801,"Archuleta County, Colorado",13356
"220","Colorado",8009,"Baca County",1867,317,2225,1550,0.839101123595506,0.14247191011236,0.696629213483146,"Baca County, Colorado",3510
"221","Colorado",8011,"Bent County",1503,732,2274,771,0.660949868073879,0.321899736147757,0.339050131926121,"Bent County, Colorado",5651
"222","Colorado",8013,"Boulder County",42501,159089,206111,-116588,0.206204423829878,0.771860793455953,-0.565656369626075,"Boulder County, Colorado",330764
"223","Colorado",8014,"Broomfield County",16295,29077,46632,-12782,0.3494381540573,0.623541773889175,-0.274103619831875,"Broomfield County, Colorado",74105
"224","Colorado",8015,"Chaffee County",6222,7160,13717,-938,0.453597725450171,0.521980024786761,-0.0683822993365897,"Chaffee County, Colorado",19473
"225","Colorado",8017,"Cheyenne County",993,131,1136,862,0.874119718309859,0.115316901408451,0.758802816901408,"Cheyenne County, Colorado",1748
"226","Colorado",8019,"Clear Creek County",2754,3604,6548,-850,0.420586438607208,0.550397067806964,-0.129810629199756,"Clear Creek County, Colorado",9394
"227","Colorado",8021,"Conejos County",2286,1959,4333,327,0.527579044541888,0.452111700900069,0.0754673436418186,"Conejos County, Colorado",7467
"228","Colorado",8023,"Costilla County",741,1311,2094,-570,0.353868194842407,0.626074498567335,-0.272206303724928,"Costilla County, Colorado",3496
"229","Colorado",8025,"Crowley County",1271,437,1750,834,0.726285714285714,0.249714285714286,0.476571428571429,"Crowley County, Colorado",5919
"230","Colorado",8027,"Custer County",2474,1112,3634,1362,0.680792515134838,0.305998899284535,0.374793615850303,"Custer County, Colorado",4703
"231","Colorado",8029,"Delta County",13081,5887,19370,7194,0.675322663913268,0.303923593185338,0.37139907072793,"Delta County, Colorado",31199
"232","Colorado",8031,"Denver County",71618,313293,393827,-241675,0.181851422071112,0.795509195662055,-0.613657773590942,"Denver County, Colorado",715538
"233","Colorado",8033,"Dolores County",1089,341,1449,748,0.751552795031056,0.235334713595583,0.516218081435473,"Dolores County, Colorado",2326
"234","Colorado",8035,"Douglas County",121270,104653,231599,16617,0.52362056830988,0.451871553849542,0.0717490144603388,"Douglas County, Colorado",357998
"235","Colorado",8037,"Eagle County",9892,18588,29140,-8696,0.339464653397392,0.637886067261496,-0.298421413864104,"Eagle County, Colorado",55730
"236","Colorado",8039,"Elbert County",14027,4490,18983,9537,0.738924300690091,0.236527419269873,0.502396881420218,"Elbert County, Colorado",26049
"237","Colorado",8041,"El Paso County",202828,161941,378849,40887,0.535379531158852,0.427455265818308,0.107924265340545,"El Paso County, Colorado",730402
"238","Colorado",8043,"Fremont County",17517,7369,25557,10148,0.685409085573424,0.28833587666784,0.397073208905584,"Fremont County, Colorado",48938
"239","Colorado",8045,"Garfield County",14717,15427,30904,-710,0.476216670981103,0.49919104323065,-0.022974372249547,"Garfield County, Colorado",61688
"240","Colorado",8047,"Gilpin County",1833,2223,4186,-390,0.437888198757764,0.531055900621118,-0.093167701863354,"Gilpin County, Colorado",5810
"241","Colorado",8049,"Grand County",4883,4710,9870,173,0.494731509625127,0.477203647416413,0.0175278622087133,"Grand County, Colorado",15717
"242","Colorado",8051,"Gunnison County",3735,7132,11190,-3397,0.333780160857909,0.637354781054513,-0.303574620196604,"Gunnison County, Colorado",16917
"243","Colorado",8053,"Hinsdale County",353,255,632,98,0.558544303797468,0.403481012658228,0.15506329113924,"Hinsdale County, Colorado",784
"244","Colorado",8055,"Huerfano County",2203,2076,4406,127,0.5,0.471175669541534,0.0288243304584657,"Huerfano County, Colorado",6816
"245","Colorado",8057,"Jackson County",681,175,876,506,0.777397260273973,0.199771689497717,0.577625570776256,"Jackson County, Colorado",1379
"246","Colorado",8059,"Jefferson County",148417,218396,377357,-69979,0.393306603561084,0.57875168606916,-0.185445082508076,"Jefferson County, Colorado",582902
"247","Colorado",8061,"Kiowa County",795,98,903,697,0.880398671096346,0.108527131782946,0.7718715393134,"Kiowa County, Colorado",1445
"248","Colorado",8063,"Kit Carson County",3144,662,3871,2482,0.812193231723069,0.171015241539654,0.641177990183415,"Kit Carson County, Colorado",7086
"249","Colorado",8065,"Lake County",1497,2303,3961,-806,0.377934864933098,0.581418833627872,-0.203483968694774,"Lake County, Colorado",7428
"250","Colorado",8067,"La Plata County",14233,20548,35667,-6315,0.399052345305184,0.576106765357333,-0.177054420052149,"La Plata County, Colorado",55639
"251","Colorado",8069,"Larimer County",91489,126120,224338,-34631,0.407817667983133,0.562187413634783,-0.154369745651651,"Larimer County, Colorado",359066
"252","Colorado",8071,"Las Animas County",4284,3497,7961,787,0.538123351337772,0.439266423816103,0.0988569275216682,"Las Animas County, Colorado",14557
"253","Colorado",8073,"Lincoln County",2135,470,2651,1665,0.805356469256884,0.17729158807997,0.628064881176914,"Lincoln County, Colorado",5677
"254","Colorado",8075,"Logan County",8087,2218,10532,5869,0.767850360805165,0.210596278009875,0.557254082795291,"Logan County, Colorado",21527
"255","Colorado",8077,"Mesa County",56894,31536,90622,25358,0.627816644964799,0.347994968109289,0.27982167685551,"Mesa County, Colorado",155710
"256","Colorado",8079,"Mineral County",427,317,756,110,0.564814814814815,0.419312169312169,0.145502645502645,"Mineral County, Colorado",865
"257","Colorado",8081,"Moffat County",5670,1203,7026,4467,0.807002561912895,0.171221178479932,0.635781383432963,"Moffat County, Colorado",13291
"258","Colorado",8083,"Montezuma County",9306,5836,15500,3470,0.600387096774194,0.376516129032258,0.223870967741935,"Montezuma County, Colorado",25846
"259","Colorado",8085,"Montrose County",16770,7687,24922,9083,0.67289944627237,0.308442340101115,0.364457106171254,"Montrose County, Colorado",42680
"260","Colorado",8087,"Morgan County",9593,3876,13744,5717,0.697977299185099,0.282013969732247,0.415963329452852,"Morgan County, Colorado",29106
"261","Colorado",8089,"Otero County",5756,3605,9576,2151,0.60108604845447,0.376461988304094,0.224624060150376,"Otero County, Colorado",18692
"262","Colorado",8091,"Ouray County",1577,2365,4020,-788,0.39228855721393,0.588308457711443,-0.196019900497512,"Ouray County, Colorado",4880
"263","Colorado",8093,"Park County",6991,4903,12290,2088,0.568836452400325,0.398942229454841,0.169894222945484,"Park County, Colorado",17395
"264","Colorado",8095,"Phillips County",1958,486,2485,1472,0.787927565392354,0.195573440643863,0.592354124748491,"Phillips County, Colorado",4537
"265","Colorado",8097,"Pitkin County",2780,8989,11957,-6209,0.232499790917454,0.751777201639207,-0.519277410721753,"Pitkin County, Colorado",17358
"266","Colorado",8099,"Prowers County",4008,1458,5561,2550,0.720733680992627,0.262183060600611,0.458550620392016,"Prowers County, Colorado",11995
"267","Colorado",8101,"Pueblo County",42252,43772,88299,-1520,0.478510515407876,0.495724753394716,-0.0172142379868401,"Pueblo County, Colorado",168168
"268","Colorado",8103,"Rio Blanco County",3061,561,3691,2500,0.829314548902736,0.151991330262801,0.677323218639935,"Rio Blanco County, Colorado",6531
"269","Colorado",8105,"Rio Grande County",3660,2495,6305,1165,0.580491673275178,0.395717684377478,0.1847739888977,"Rio Grande County, Colorado",11539
"270","Colorado",8107,"Routt County",5925,10582,16876,-4657,0.351090305759659,0.62704432329936,-0.275954017539701,"Routt County, Colorado",24824
"271","Colorado",8109,"Saguache County",1413,1884,3389,-471,0.416937149601652,0.55591619946887,-0.138979049867217,"Saguache County, Colorado",6372
"272","Colorado",8111,"San Juan County",202,342,563,-140,0.358792184724689,0.607460035523979,-0.248667850799289,"San Juan County, Colorado",703
"273","Colorado",8113,"San Miguel County",1136,3924,5147,-2788,0.220711093841072,0.762385855838352,-0.54167476199728,"San Miguel County, Colorado",8071
"274","Colorado",8115,"Sedgwick County",1121,301,1446,820,0.775242047026279,0.208160442600277,0.567081604426003,"Sedgwick County, Colorado",2402
"275","Colorado",8117,"Summit County",5322,12631,18479,-7309,0.288002597543157,0.683532658693652,-0.395530061150495,"Summit County, Colorado",31052
"276","Colorado",8119,"Teller County",11241,5278,16939,5963,0.663616506287266,0.311588641596316,0.35202786469095,"Teller County, Colorado",24711
"277","Colorado",8121,"Washington County",2595,369,3008,2226,0.862699468085106,0.122672872340426,0.740026595744681,"Washington County, Colorado",4814
"278","Colorado",8123,"Weld County",96145,66060,166968,30085,0.575828901346366,0.395644674428633,0.180184226917733,"Weld County, Colorado",328976
"279","Colorado",8125,"Yuma County",4107,785,4981,3322,0.824533226259787,0.157598875727766,0.666934350532022,"Yuma County, Colorado",9990
"280","Connecticut",9001,"Fairfield County",169039,297505,472990,-128466,0.35738387703757,0.628987927863168,-0.271604050825599,"Fairfield County, Connecticut",959768
"281","Connecticut",9003,"Hartford County",159024,283368,449336,-124344,0.353908878879057,0.630637206900849,-0.276728328021792,"Hartford County, Connecticut",896854
"282","Connecticut",9005,"Litchfield County",55601,50164,107544,5437,0.517006992486796,0.466450941010191,0.050556051476605,"Litchfield County, Connecticut",185000
"283","Connecticut",9007,"Middlesex County",40665,56848,99203,-16183,0.40991703879923,0.573047186073002,-0.163130147273772,"Middlesex County, Connecticut",164759
"284","Connecticut",9009,"New Haven County",169892,242629,417980,-72737,0.406459639217187,0.580479927269247,-0.17402028805206,"New Haven County, Connecticut",863700
"285","Connecticut",9011,"New London County",57110,79459,139604,-22349,0.409085699550156,0.569174235695252,-0.160088536145096,"New London County, Connecticut",268805
"286","Connecticut",9013,"Tolland County",34819,44006,80546,-9187,0.432287140267673,0.546346187271869,-0.114059047004196,"Tolland County, Connecticut",150293
"287","Connecticut",9015,"Windham County",29141,26701,57077,2440,0.510555915692836,0.467806647160853,0.0427492685319831,"Windham County, Connecticut",116418
"288","Delaware",10001,"Kent County",41009,44552,87025,-3543,0.471232404481471,0.511944843435794,-0.0407124389543234,"Kent County, Delaware",181856
"289","Delaware",10003,"New Castle County",88364,195034,287633,-106670,0.307210925032941,0.678065451460716,-0.370854526427774,"New Castle County, Delaware",570721
"290","Delaware",10005,"Sussex County",71230,56682,129352,14548,0.550667944832705,0.438199641288886,0.112468303543818,"Sussex County, Delaware",237380
"291","District of Columbia",11001,"District of Columbia",18586,317323,344356,-298737,0.0539732137671479,0.921496939214069,-0.867523725446921,"District of Columbia, District of Columbia",689546
"292","Florida",12001,"Alachua County",50972,89704,142604,-38732,0.357437379035651,0.629042663599899,-0.271605284564248,"Alachua County, Florida",278475
"293","Florida",12003,"Baker County",11911,2037,14059,9874,0.847215306920834,0.14488939469379,0.702325912227043,"Baker County, Florida",28263
"294","Florida",12005,"Bay County",66097,25614,93024,40483,0.710537065703474,0.275348297213622,0.435188768489852,"Bay County, Florida",175204
"295","Florida",12007,"Bradford County",10334,3160,13632,7174,0.758069248826291,0.231807511737089,0.526261737089202,"Bradford County, Florida",28306
"296","Florida",12009,"Brevard County",207883,148549,360764,59334,0.576229889900323,0.41176226009247,0.164467629807852,"Brevard County, Florida",606603
"297","Florida",12011,"Broward County",333409,618752,957672,-285343,0.348145294004628,0.646100126139221,-0.297954832134593,"Broward County, Florida",1944376
"298","Florida",12013,"Calhoun County",5274,1209,6526,4065,0.808152007355195,0.185258964143426,0.622893043211768,"Calhoun County, Florida",13644
"299","Florida",12015,"Charlotte County",73243,42273,116340,30970,0.629559910606842,0.363357400722022,0.26620250988482,"Charlotte County, Florida",186850
"300","Florida",12017,"Citrus County",65352,27092,93208,38260,0.70114153291563,0.290661745772895,0.410479787142734,"Citrus County, Florida",153855
"301","Florida",12019,"Clay County",84480,38317,124405,46163,0.67907238455046,0.308002089948153,0.371070294602307,"Clay County, Florida",218250
"302","Florida",12021,"Collier County",128950,77621,207818,51329,0.62049485607599,0.37350470122896,0.24699015484703,"Collier County, Florida",375760
